,RhIN,TempIN,no2,o3
2014-07-31 11:00:00,32.3,34.8,675.0,433.0
2014-07-31 11:01:00,33.1,34.9,676.0,434.0
2014-07-31 11:02:00,33.65,34.9,679.0,435.0
2014-07-31 12:12:00,28.7,38.8,748.0,474.0
2014-07-31 12:13:00,28.7,39.0,750.5,476.0
2014-07-31 12:14:00,28.6,39.2,750.0,476.0
2014-07-31 12:15:00,29.2,39.3,752.0,478.5
2014-07-31 13:15:00,25.5,40.6,763.0,513.0
2014-07-31 13:16:00,25.5,40.8,764.0,514.0
2014-07-31 13:17:00,25.7,40.9,767.0,516.0
2014-07-31 13:18:00,26.2,41.1,768.0,518.0
2014-07-31 14:18:00,26.2,39.4,739.0,511.0
2014-07-31 14:19:00,26.5,39.5,742.0,513.0
2014-07-31 14:20:00,27.8,39.6,746.0,516.0
2014-07-31 14:21:00,27.85,39.8,749.5,518.0
2014-07-31 15:20:00,22.5,42.1,759.0,544.0
2014-07-31 15:21:00,23.1,42.0,759.5,544.0
2014-07-31 15:22:00,22.8,42.0,758.0,543.0
2014-07-31 15:23:00,22.9,42.0,757.0,542.0
2014-07-31 16:23:00,21.6,42.3,755.0,553.0
2014-07-31 16:24:00,22.2,42.2,755.0,552.0
2014-07-31 16:25:00,22.4,42.2,754.0,551.0
2014-07-31 16:26:00,23.1,42.1,754.0,550.0
2014-07-31 17:25:00,21.7,39.8,719.0,533.0
2014-07-31 17:26:00,22.1,39.8,720.0,532.5
2014-07-31 17:27:00,22.5,39.8,720.0,532.0
2014-07-31 17:28:00,23.05,39.7,720.0,531.0
2014-07-31 18:28:00,23.9,34.5,641.0,464.0
2014-07-31 18:29:00,24.2,34.4,641.0,462.0
2014-07-31 18:30:00,24.2,34.4,639.0,461.0
2014-07-31 18:31:00,24.3,34.3,638.0,460.0
2014-07-31 19:31:00,26.4,30.8,590.0,416.0
2014-07-31 19:32:00,26.65,30.7,591.0,416.0
2014-07-31 19:33:00,26.85,30.7,591.0,416.0
2014-07-31 19:34:00,27.4,30.7,592.0,416.0
2014-07-31 20:33:00,35.9,26.2,553.0,374.0
2014-07-31 20:34:00,35.9,26.2,553.0,374.0
2014-07-31 20:35:00,36.1,26.2,555.0,374.0
2014-07-31 20:36:00,36.2,26.2,556.0,374.0
2014-07-31 21:36:00,45.15,23.3,540.0,354.0
2014-07-31 21:37:00,45.0,23.3,540.0,353.0
2014-07-31 21:38:00,44.8,23.3,539.0,353.0
2014-07-31 21:39:00,44.8,23.3,539.0,353.0
2014-07-31 22:39:00,45.6,22.3,519.0,344.0
2014-07-31 22:40:00,45.5,22.4,519.0,344.0
2014-07-31 22:41:00,45.45,22.5,520.0,344.0
2014-07-31 22:42:00,45.4,22.5,520.0,344.0
2014-07-31 23:41:00,47.5,21.3,508.0,336.0
2014-07-31 23:42:00,47.2,21.4,510.0,336.0
2014-07-31 23:43:00,47.0,21.5,510.5,336.0
2014-07-31 23:44:00,46.9,21.5,513.0,336.0
2014-08-01 00:44:00,50.5,20.0,504.0,326.0
2014-08-01 00:45:00,50.4,20.1,506.0,326.0
2014-08-01 00:46:00,50.3,20.1,508.0,327.0
2014-08-01 00:47:00,50.1,20.1,509.0,327.0
2014-08-01 01:46:00,52.5,19.9,501.0,325.0
2014-08-01 01:47:00,52.1,20.0,503.0,326.0
2014-08-01 01:48:00,51.8,20.0,503.0,326.0
2014-08-01 01:49:00,51.7,20.1,504.0,326.0
2014-08-01 02:49:00,51.2,19.8,503.0,323.0
2014-08-01 02:50:00,51.0,19.9,504.0,323.0
2014-08-01 02:51:00,50.8,19.9,504.0,323.0
2014-08-01 02:52:00,50.6,20.0,505.0,323.0
2014-08-01 03:51:00,52.7,19.8,508.0,323.0
2014-08-01 03:52:00,52.2,19.9,508.0,323.0
2014-08-01 03:53:00,51.9,19.9,508.0,323.0
2014-08-01 03:54:00,51.6,20.0,506.0,323.0
2014-08-01 04:54:00,50.6,19.6,501.0,318.0
2014-08-01 04:55:00,50.4,19.7,502.0,318.0
2014-08-01 04:56:00,50.3,19.7,500.5,318.0
2014-08-01 04:57:00,50.2,19.7,499.0,318.0
2014-08-01 05:56:00,51.1,18.8,497.0,312.0
2014-08-01 05:57:00,50.8,18.8,497.5,312.0
2014-08-01 05:58:00,50.7,18.9,499.0,312.0
2014-08-01 05:59:00,50.6,18.9,497.5,312.0
2014-08-01 06:59:00,51.4,21.7,529.0,335.0
2014-08-01 07:00:00,51.1,21.9,529.0,336.0
2014-08-01 07:01:00,50.8,22.0,531.0,337.0
2014-08-01 07:02:00,50.6,22.1,532.0,338.0
2014-08-01 08:01:00,38.4,29.0,604.0,392.0
2014-08-01 08:02:00,37.9,29.2,604.0,392.0
2014-08-01 08:03:00,37.75,29.25,604.0,393.0
2014-08-01 08:04:00,37.4,29.4,604.0,393.0
2014-08-01 09:03:00,28.4,36.0,694.0,460.0
2014-08-01 09:04:00,28.45,36.1,696.0,460.0
2014-08-01 09:05:00,28.3,36.2,696.0,462.0
2014-08-01 09:06:00,28.3,36.3,697.0,463.0
2014-08-01 10:06:00,24.5,40.2,744.0,518.0
2014-08-01 10:07:00,24.8,40.3,745.0,520.0
2014-08-01 10:08:00,24.8,40.4,748.0,521.0
2014-08-01 10:09:00,25.15,40.6,751.0,524.0
2014-08-01 11:09:00,21.7,44.2,792.0,579.0
2014-08-01 11:10:00,21.7,44.3,792.0,579.0
2014-08-01 11:11:00,21.65,44.45,792.0,580.0
2014-08-01 11:12:00,21.9,44.5,792.0,581.0
2014-08-01 12:11:00,21.8,40.8,743.0,553.0
2014-08-01 12:12:00,21.9,40.8,742.0,552.0
2014-08-01 12:13:00,21.7,40.9,740.0,551.0
2014-08-01 12:14:00,21.3,40.9,737.0,549.0
2014-08-01 13:14:00,20.7,40.4,722.0,547.5
2014-08-01 13:15:00,20.9,40.2,718.0,544.0
2014-08-01 13:16:00,21.2,40.0,716.0,541.0
2014-08-01 13:17:00,21.7,39.8,716.0,540.0
2014-08-01 14:16:00,23.2,39.8,734.0,561.0
2014-08-01 14:17:00,23.0,39.9,734.0,560.0
2014-08-01 14:18:00,22.35,40.0,730.0,558.0
2014-08-01 14:19:00,22.3,40.1,728.0,558.0
2014-08-01 15:19:00,19.6,42.3,753.0,584.0
2014-08-01 15:20:00,19.25,42.3,747.5,580.0
2014-08-01 15:21:00,19.2,42.1,743.0,577.0
2014-08-01 15:22:00,19.85,42.0,743.0,575.0
2014-08-01 16:22:00,21.1,36.6,669.0,509.0
2014-08-01 16:23:00,21.5,36.6,670.0,508.0
2014-08-01 16:24:00,21.7,36.6,670.0,508.0
2014-08-01 16:25:00,22.0,36.6,671.0,508.0
2014-08-01 17:24:00,19.0,38.1,678.0,528.0
2014-08-01 17:25:00,19.75,38.0,678.0,526.0
2014-08-01 17:26:00,19.9,37.9,678.0,524.0
2014-08-01 17:27:00,20.5,37.8,679.0,523.0
2014-08-01 18:27:00,22.6,34.4,634.5,475.5
2014-08-01 18:28:00,22.5,34.4,633.0,474.0
2014-08-01 18:29:00,22.8,34.4,633.0,473.0
2014-08-01 18:30:00,22.9,34.4,633.0,473.0
2014-08-01 19:30:00,24.4,32.5,611.0,446.0
2014-08-01 19:31:00,24.9,32.5,611.0,446.0
2014-08-01 19:32:00,25.6,32.4,614.0,446.0
2014-08-01 19:33:00,25.9,32.4,613.0,445.0
2014-08-01 20:32:00,31.2,27.5,562.0,392.0
2014-08-01 20:33:00,31.4,27.5,563.0,392.0
2014-08-01 20:34:00,31.5,27.5,563.0,391.0
2014-08-01 20:35:00,31.6,27.4,563.0,391.0
2014-08-01 21:35:00,39.05,24.5,544.0,368.0
2014-08-01 21:36:00,38.9,24.6,543.0,368.0
2014-08-01 21:37:00,38.8,24.6,541.0,368.0
2014-08-01 21:38:00,38.8,24.6,541.0,368.0
2014-08-01 22:38:00,44.0,22.8,523.0,355.0
2014-08-01 22:39:00,43.9,22.9,524.0,355.0
2014-08-01 22:40:00,43.8,22.9,525.0,355.0
2014-08-01 22:41:00,43.7,22.9,526.0,355.0
2014-08-01 23:40:00,46.6,21.3,515.0,342.0
2014-08-01 23:41:00,46.4,21.3,514.0,342.0
2014-08-01 23:42:00,46.4,21.4,514.0,342.0
2014-08-01 23:43:00,46.4,21.4,514.0,343.0
2014-08-02 00:09:00,52.4,19.4,492.0,339.0
2014-08-02 00:10:00,52.4,19.3,492.0,339.0
2014-08-02 00:11:00,52.5,19.3,492.0,338.0
2014-08-02 00:12:00,52.6,19.3,490.0,338.0
2014-08-02 00:43:00,47.1,21.1,514.0,339.0
2014-08-02 00:44:00,46.8,21.1,514.0,339.0
2014-08-02 00:45:00,46.8,21.1,514.0,339.0
2014-08-02 00:46:00,46.8,21.1,515.0,339.0
2014-08-02 01:45:00,49.4,20.2,499.0,333.0
2014-08-02 01:46:00,49.15,20.3,501.0,333.0
2014-08-02 01:47:00,48.9,20.3,502.0,333.0
2014-08-02 01:48:00,48.8,20.4,502.0,333.0
2014-08-02 02:48:00,48.7,18.9,490.0,321.0
2014-08-02 02:49:00,48.6,18.9,491.0,321.0
2014-08-02 02:50:00,48.4,18.9,492.0,321.0
2014-08-02 02:51:00,48.3,19.0,492.0,321.0
2014-08-02 03:50:00,51.5,18.3,488.0,318.0
2014-08-02 03:51:00,50.9,18.4,489.0,318.0
2014-08-02 03:52:00,50.7,18.4,489.0,318.0
2014-08-02 03:53:00,50.5,18.5,490.0,318.0
2014-08-02 04:53:00,51.3,17.9,480.0,314.0
2014-08-02 04:54:00,51.0,18.0,481.0,314.0
2014-08-02 04:55:00,50.8,18.0,481.0,314.0
2014-08-02 04:56:00,50.6,18.0,482.0,314.0
2014-08-02 05:55:00,50.6,17.5,474.0,309.0
2014-08-02 05:56:00,50.3,17.5,475.0,310.0
2014-08-02 05:57:00,50.2,17.6,475.0,310.0
2014-08-02 05:58:00,50.3,17.6,474.5,310.0
2014-08-02 06:58:00,52.6,20.5,522.0,337.0
2014-08-02 06:59:00,51.7,20.8,524.0,339.0
2014-08-02 07:00:00,51.2,21.0,526.0,340.0
2014-08-02 07:01:00,50.9,21.2,529.0,342.0
2014-08-02 08:00:00,30.9,30.8,626.0,410.5
2014-08-02 08:01:00,31.7,31.0,630.0,413.0
2014-08-02 08:02:00,31.7,31.2,633.0,415.0
2014-08-02 08:03:00,30.3,31.4,633.0,415.5
2014-08-02 09:02:00,24.6,37.6,707.0,484.0
2014-08-02 09:03:00,24.7,37.8,708.0,486.0
2014-08-02 09:04:00,24.8,37.9,710.5,487.0
2014-08-02 09:05:00,25.5,38.0,713.0,488.0
2014-08-02 10:05:00,23.2,42.0,768.0,552.0
2014-08-02 10:06:00,23.25,42.1,769.0,553.0
2014-08-02 10:07:00,23.4,42.3,771.0,554.0
2014-08-02 10:08:00,23.2,42.4,771.0,555.0
2014-08-02 11:08:00,21.5,44.0,788.0,590.0
2014-08-02 11:09:00,21.7,44.1,788.0,590.0
2014-08-02 11:10:00,22.35,44.1,790.0,591.0
2014-08-02 11:11:00,22.2,44.2,790.0,592.0
2014-08-02 12:10:00,19.3,45.2,797.0,611.0
2014-08-02 12:11:00,19.6,45.2,796.0,610.0
2014-08-02 12:12:00,19.85,45.2,796.0,609.0
2014-08-02 12:13:00,20.7,45.2,796.0,608.0
2014-08-02 13:13:00,20.9,43.5,790.0,616.0
2014-08-02 13:14:00,21.35,43.6,791.0,615.0
2014-08-02 13:15:00,21.5,43.6,791.0,615.0
2014-08-02 13:16:00,21.85,43.7,792.0,615.5
2014-08-02 14:15:00,21.5,42.3,782.0,614.0
2014-08-02 14:16:00,21.8,42.5,783.0,613.0
2014-08-02 14:17:00,21.9,42.7,783.0,612.0
2014-08-02 14:18:00,22.1,42.7,784.0,611.0
2014-08-02 15:18:00,19.15,43.7,781.0,609.0
2014-08-02 15:19:00,20.4,43.8,785.0,611.0
2014-08-02 15:20:00,20.9,43.9,787.0,611.0
2014-08-02 15:21:00,21.6,44.1,789.0,612.0
2014-08-02 15:50:00,20.25,44.9,795.0,593.0
2014-08-02 15:51:00,20.8,44.9,796.0,593.0
2014-08-02 15:52:00,21.2,44.9,796.0,592.0
2014-08-02 15:53:00,21.3,44.9,796.0,592.0
2014-08-02 16:52:00,20.4,45.6,797.0,601.0
2014-08-02 16:53:00,21.05,45.7,798.0,601.0
2014-08-02 16:54:00,21.4,45.7,799.0,600.0
2014-08-02 16:55:00,21.35,45.8,798.5,599.0
2014-08-02 17:55:00,20.65,42.7,757.0,561.5
2014-08-02 17:56:00,21.0,42.5,755.0,559.0
2014-08-02 17:57:00,21.45,42.4,755.0,556.0
2014-08-02 17:58:00,22.0,42.2,753.0,555.0
2014-08-02 18:57:00,21.8,36.2,668.0,487.0
2014-08-02 18:58:00,22.0,36.2,668.0,486.0
2014-08-02 18:59:00,22.3,36.2,668.0,486.0
2014-08-02 19:00:00,22.5,36.1,669.0,486.0
2014-08-02 19:59:00,26.2,32.8,632.0,444.0
2014-08-02 20:00:00,26.3,32.7,632.0,443.0
2014-08-02 20:01:00,26.6,32.7,632.0,443.0
2014-08-02 20:02:00,26.7,32.7,632.0,443.0
2014-08-02 21:02:00,31.0,29.4,596.0,408.0
2014-08-02 21:03:00,31.2,29.4,596.0,408.0
2014-08-02 21:04:00,31.2,29.4,597.0,408.0
2014-08-02 21:05:00,31.3,29.4,596.5,408.0
2014-08-02 22:04:00,34.1,27.7,575.0,392.0
2014-08-02 22:05:00,34.0,27.8,575.0,392.0
2014-08-02 22:06:00,34.1,27.8,575.0,392.0
2014-08-02 22:07:00,34.2,27.8,575.0,392.0
2014-08-02 23:07:00,39.3,25.5,564.5,373.0
2014-08-02 23:08:00,39.2,25.5,565.0,373.0
2014-08-02 23:09:00,39.1,25.5,566.0,373.0
2014-08-02 23:10:00,39.0,25.5,566.0,372.0
2014-08-03 00:09:00,43.9,23.1,548.0,355.0
2014-08-03 00:10:00,43.8,23.2,549.0,354.0
2014-08-03 00:11:00,43.7,23.2,549.0,354.0
2014-08-03 00:12:00,43.6,23.2,549.0,354.0
2014-08-03 01:12:00,47.8,22.0,536.0,347.0
2014-08-03 01:13:00,47.5,22.1,537.0,347.0
2014-08-03 01:14:00,47.3,22.1,537.0,346.5
2014-08-03 01:15:00,47.0,22.1,538.0,346.0
2014-08-03 02:14:00,46.2,21.1,521.0,337.0
2014-08-03 02:15:00,45.9,21.2,522.0,336.5
2014-08-03 02:16:00,45.7,21.2,521.0,336.0
2014-08-03 02:17:00,45.7,21.2,521.0,336.0
2014-08-03 03:17:00,45.7,20.8,516.0,332.0
2014-08-03 03:18:00,45.6,20.9,516.0,332.0
2014-08-03 03:19:00,45.7,20.9,516.0,332.0
2014-08-03 03:20:00,45.7,20.9,515.0,332.0
2014-08-03 04:19:00,47.5,20.4,513.0,328.0
2014-08-03 04:20:00,47.2,20.4,513.0,328.0
2014-08-03 04:21:00,47.0,20.4,513.0,328.0
2014-08-03 04:22:00,46.7,20.4,512.0,328.0
2014-08-03 05:22:00,48.7,19.3,505.0,320.5
2014-08-03 05:23:00,48.6,19.4,505.0,321.0
2014-08-03 05:24:00,48.7,19.4,505.0,321.0
2014-08-03 05:25:00,48.9,19.4,504.0,321.0
2014-08-03 06:24:00,51.0,19.5,506.5,323.0
2014-08-03 06:25:00,50.6,19.6,508.0,324.0
2014-08-03 06:26:00,50.4,19.7,509.0,324.0
2014-08-03 06:27:00,50.3,19.7,510.0,324.0
2014-08-03 07:27:00,39.9,27.6,599.0,390.0
2014-08-03 07:28:00,39.9,27.8,603.0,392.0
2014-08-03 07:29:00,40.1,28.0,606.0,394.0
2014-08-03 07:30:00,39.7,28.3,608.5,396.0
2014-08-03 08:29:00,28.8,36.0,697.0,469.0
2014-08-03 08:30:00,29.0,36.1,699.0,470.0
2014-08-03 08:31:00,29.0,36.2,700.0,471.0
2014-08-03 08:32:00,28.9,36.3,701.0,472.0
2014-08-03 09:32:00,26.0,40.6,757.0,531.0
2014-08-03 09:33:00,26.0,40.7,758.0,531.0
2014-08-03 09:34:00,26.1,40.8,760.0,533.0
2014-08-03 09:35:00,26.45,40.9,761.0,535.0
2014-08-03 10:34:00,23.1,44.5,799.0,588.0
2014-08-03 10:35:00,23.5,44.7,801.0,590.0
2014-08-03 10:36:00,23.8,44.8,802.0,591.0
2014-08-03 10:37:00,24.0,44.9,803.0,592.0
2014-08-03 11:37:00,22.8,46.2,819.0,618.0
2014-08-03 11:38:00,22.6,46.3,819.0,618.0
2014-08-03 11:39:00,22.8,46.4,819.0,619.0
2014-08-03 11:40:00,22.8,46.6,819.0,620.0
2014-08-03 12:40:00,22.1,48.1,836.0,647.0
2014-08-03 12:41:00,22.6,48.2,836.0,647.0
2014-08-03 12:42:00,23.05,48.2,838.0,647.0
2014-08-03 12:43:00,22.7,48.3,838.0,647.0
2014-08-03 13:42:00,22.1,45.5,819.0,636.0
2014-08-03 13:43:00,22.4,45.6,819.0,635.0
2014-08-03 13:44:00,22.6,45.6,819.0,634.0
2014-08-03 13:45:00,23.2,45.7,819.0,633.0
2014-08-03 14:45:00,21.5,46.0,814.0,627.0
2014-08-03 14:46:00,21.9,46.1,814.0,627.0
2014-08-03 14:47:00,22.3,46.1,815.0,627.0
2014-08-03 14:48:00,22.7,46.1,816.0,627.0
2014-08-03 15:48:00,19.5,47.2,816.0,628.0
2014-08-03 15:49:00,20.0,47.2,816.0,627.0
2014-08-03 15:50:00,19.9,47.2,814.0,624.0
2014-08-03 15:51:00,20.0,47.2,813.0,622.0
2014-08-03 16:50:00,17.35,46.9,806.0,625.0
2014-08-03 16:51:00,18.0,46.9,805.0,622.0
2014-08-03 16:52:00,18.2,46.8,803.5,619.0
2014-08-03 16:53:00,18.6,46.7,803.0,616.0
2014-08-03 17:53:00,19.9,44.8,784.0,591.0
2014-08-03 17:54:00,20.45,44.8,783.0,588.0
2014-08-03 17:55:00,20.6,44.7,782.0,586.0
2014-08-03 17:56:00,20.9,44.7,780.0,584.0
2014-08-03 18:56:00,26.3,38.35,715.0,505.0
2014-08-03 18:57:00,26.7,38.3,716.0,505.0
2014-08-03 18:58:00,26.8,38.3,716.0,504.0
2014-08-03 18:59:00,26.8,38.2,715.0,503.0
2014-08-03 19:58:00,29.4,32.8,649.0,440.0
2014-08-03 19:59:00,29.5,32.8,649.0,440.0
2014-08-03 20:00:00,29.6,32.7,648.0,439.0
2014-08-03 20:01:00,29.6,32.65,648.0,438.0
2014-08-03 21:01:00,35.5,28.8,610.0,400.0
2014-08-03 21:02:00,35.4,28.8,609.0,399.5
2014-08-03 21:03:00,35.4,28.8,609.0,400.0
2014-08-03 21:04:00,35.6,28.7,610.0,400.0
2014-08-03 22:04:00,40.0,26.5,585.0,380.0
2014-08-03 22:05:00,39.9,26.6,587.0,380.0
2014-08-03 22:06:00,39.8,26.6,587.0,380.0
2014-08-03 22:07:00,39.8,26.6,587.0,380.0
2014-08-03 23:06:00,42.4,25.3,571.0,368.0
2014-08-03 23:07:00,42.1,25.3,571.0,368.0
2014-08-03 23:08:00,41.8,25.4,570.0,368.0
2014-08-03 23:09:00,41.8,25.4,569.0,368.0
2014-08-04 00:09:00,45.4,25.1,574.0,367.0
2014-08-04 00:10:00,45.05,25.1,572.0,367.0
2014-08-04 00:11:00,44.8,25.2,572.0,367.0
2014-08-04 00:12:00,44.6,25.2,571.0,367.0
2014-08-04 01:11:00,45.1,24.4,559.0,358.0
2014-08-04 01:12:00,44.95,24.4,560.0,358.5
2014-08-04 01:13:00,44.8,24.5,561.0,359.0
2014-08-04 01:14:00,44.7,24.5,561.0,359.0
2014-08-04 02:14:00,45.2,23.8,558.0,352.0
2014-08-04 02:15:00,45.0,23.9,558.0,352.0
2014-08-04 02:16:00,44.9,23.9,557.0,352.0
2014-08-04 02:17:00,44.7,23.9,556.0,352.0
2014-08-04 03:16:00,46.7,22.7,537.0,343.0
2014-08-04 03:17:00,46.55,22.8,537.0,343.0
2014-08-04 03:18:00,46.4,22.8,537.0,343.0
2014-08-04 03:19:00,46.3,22.8,537.0,343.0
2014-08-04 04:19:00,47.3,22.0,532.0,336.0
2014-08-04 04:20:00,47.1,22.0,532.0,336.0
2014-08-04 04:21:00,46.9,22.0,533.0,336.0
2014-08-04 04:22:00,46.9,22.1,533.0,336.0
2014-08-04 05:21:00,50.5,20.9,520.0,329.0
2014-08-04 05:22:00,50.4,21.0,520.0,329.0
2014-08-04 05:23:00,50.3,21.1,521.0,329.0
2014-08-04 05:24:00,50.3,21.1,521.0,330.0
2014-08-04 06:24:00,51.3,21.1,533.0,331.0
2014-08-04 06:25:00,51.2,21.2,534.0,331.0
2014-08-04 06:26:00,51.0,21.3,534.0,332.0
2014-08-04 06:27:00,50.9,21.4,534.0,332.0
2014-08-04 07:26:00,42.4,28.2,603.0,390.0
2014-08-04 07:27:00,42.2,28.4,604.0,391.0
2014-08-04 07:28:00,42.0,28.6,607.0,392.0
2014-08-04 07:29:00,41.6,28.7,608.0,392.0
2014-08-04 08:29:00,32.6,32.8,649.0,424.0
2014-08-04 08:30:00,32.9,32.9,651.0,425.0
2014-08-04 08:31:00,33.15,32.9,652.0,426.0
2014-08-04 08:32:00,34.2,33.0,656.0,428.0
2014-08-04 09:31:00,27.7,40.2,759.0,513.0
2014-08-04 09:32:00,27.7,40.4,761.0,514.5
2014-08-04 09:33:00,27.8,40.5,763.0,516.0
2014-08-04 09:34:00,27.9,40.7,766.0,518.5
2014-08-04 10:34:00,22.4,45.6,807.0,578.0
2014-08-04 10:35:00,22.7,45.6,806.0,577.5
2014-08-04 10:36:00,23.0,45.6,806.0,577.0
2014-08-04 10:37:00,23.2,45.5,804.0,576.0
2014-08-04 11:37:00,23.75,44.8,799.0,588.0
2014-08-04 11:38:00,24.1,44.8,801.0,588.0
2014-08-04 11:39:00,24.4,44.8,802.0,589.0
2014-08-04 11:40:00,24.3,44.9,802.0,590.0
2014-08-04 12:39:00,22.9,47.6,832.0,639.0
2014-08-04 12:40:00,23.2,47.75,834.5,641.0
2014-08-04 12:41:00,22.9,47.9,835.0,641.0
2014-08-04 12:42:00,23.0,48.1,836.0,643.0
2014-08-04 13:42:00,21.0,47.0,816.0,620.0
2014-08-04 13:43:00,21.45,47.1,816.0,619.0
2014-08-04 13:44:00,22.0,47.1,817.0,619.0
2014-08-04 13:45:00,22.05,47.1,816.5,618.0
2014-08-04 14:45:00,22.0,44.6,787.0,590.0
2014-08-04 14:46:00,22.3,44.5,785.0,587.5
2014-08-04 14:47:00,22.4,44.4,783.0,584.0
2014-08-04 14:48:00,22.8,44.3,782.0,583.0
2014-08-04 15:47:00,22.8,43.6,777.0,582.0
2014-08-04 15:48:00,23.1,43.6,777.0,580.0
2014-08-04 15:49:00,23.4,43.6,777.0,580.0
2014-08-04 15:50:00,23.7,43.6,778.0,579.0
2014-08-04 16:50:00,24.5,38.2,703.0,502.0
2014-08-04 16:51:00,24.8,38.2,703.0,501.0
2014-08-04 16:52:00,25.0,38.1,703.0,500.0
2014-08-04 16:53:00,25.3,38.0,703.0,499.0
2014-08-04 17:53:00,28.8,33.5,655.0,451.0
2014-08-04 17:54:00,29.0,33.5,656.0,452.0
2014-08-04 17:55:00,29.2,33.6,656.0,452.0
2014-08-04 17:56:00,29.3,33.5,656.0,452.0
2014-08-04 18:56:00,29.9,33.7,656.0,450.0
2014-08-04 18:57:00,30.0,33.7,656.0,449.0
2014-08-04 18:58:00,30.0,33.7,656.0,449.0
2014-08-04 18:59:00,29.9,33.7,655.0,448.0
2014-08-04 19:58:00,31.55,30.8,622.0,413.0
2014-08-04 19:59:00,31.5,30.8,622.0,412.0
2014-08-04 20:00:00,31.6,30.8,620.0,412.0
2014-08-04 20:01:00,31.7,30.7,620.0,412.0
2014-08-04 21:01:00,37.0,28.1,600.0,388.0
2014-08-04 21:02:00,37.0,28.2,601.0,388.0
2014-08-04 21:03:00,36.9,28.3,601.0,389.0
2014-08-04 21:04:00,36.8,28.3,601.0,389.0
2014-08-04 22:04:00,36.2,28.0,584.0,382.0
2014-08-04 22:05:00,36.1,28.0,584.0,382.5
2014-08-04 22:06:00,36.0,28.0,585.0,383.0
2014-08-04 22:07:00,35.95,28.0,584.0,382.0
2014-08-04 23:07:00,38.7,26.9,578.0,371.0
2014-08-04 23:08:00,38.6,26.9,578.0,371.0
2014-08-04 23:09:00,38.5,26.9,577.0,371.0
2014-08-04 23:10:00,39.0,27.0,578.0,371.0
2014-08-05 01:12:00,45.2,25.4,568.0,359.0
2014-08-05 01:13:00,45.0,25.4,568.0,359.0
2014-08-05 01:14:00,44.8,25.5,568.0,359.0
2014-08-05 01:15:00,44.5,25.5,568.0,359.0
2014-08-05 02:14:00,44.3,24.0,554.0,344.0
2014-08-05 02:15:00,44.2,24.0,555.0,344.0
2014-08-05 02:16:00,44.0,24.0,555.0,344.0
2014-08-05 02:17:00,43.9,24.0,554.0,343.0
2014-08-05 03:17:00,49.3,23.6,556.0,344.0
2014-08-05 03:18:00,48.9,23.7,555.0,344.0
2014-08-05 03:19:00,48.8,23.7,555.0,344.0
2014-08-05 03:20:00,48.8,23.8,556.0,344.0
2014-08-05 04:19:00,49.9,23.9,561.0,346.5
2014-08-05 04:20:00,49.7,23.9,563.0,347.0
2014-08-05 04:21:00,49.5,24.0,562.0,347.0
2014-08-05 04:22:00,49.3,24.0,561.0,347.0
2014-08-05 05:22:00,48.0,24.2,564.0,346.0
2014-08-05 05:23:00,47.9,24.3,565.0,347.0
2014-08-05 05:24:00,47.9,24.3,565.0,347.0
2014-08-05 05:25:00,47.8,24.3,565.0,347.0
2014-08-05 06:24:00,49.4,24.4,569.0,348.0
2014-08-05 06:25:00,49.3,24.5,569.0,348.0
2014-08-05 06:26:00,49.3,24.5,569.0,348.0
2014-08-05 06:27:00,49.4,24.5,570.0,349.0
2014-08-05 07:27:00,53.9,24.7,579.0,354.0
2014-08-05 07:28:00,53.8,24.7,580.0,354.0
2014-08-05 07:29:00,53.65,24.8,580.0,354.0
2014-08-05 07:30:00,53.6,24.8,580.0,354.0
2014-08-05 08:30:00,50.1,26.3,588.0,366.0
2014-08-05 08:31:00,49.9,26.4,589.0,366.0
2014-08-05 08:32:00,49.9,26.5,590.0,367.0
2014-08-05 08:33:00,49.7,26.6,590.0,368.0
2014-08-05 09:32:00,37.7,35.8,723.0,460.0
2014-08-05 09:33:00,37.15,36.1,724.0,462.0
2014-08-05 09:34:00,36.4,36.5,726.0,463.0
2014-08-05 09:35:00,35.5,36.8,728.0,465.0
2014-08-05 10:35:00,30.9,39.35,756.5,499.0
2014-08-05 10:36:00,31.2,39.6,761.0,503.0
2014-08-05 10:37:00,31.2,39.95,764.0,505.5
2014-08-05 10:38:00,31.0,40.2,768.0,508.0
2014-08-05 11:37:00,24.0,44.7,804.0,559.0
2014-08-05 11:38:00,24.7,44.8,806.0,560.0
2014-08-05 11:39:00,25.1,44.9,807.0,561.0
2014-08-05 11:40:00,25.3,45.0,808.0,561.0
2014-08-05 12:40:00,22.4,42.7,764.0,542.0
2014-08-05 12:41:00,22.95,42.6,764.5,541.0
2014-08-05 12:42:00,23.0,42.6,764.0,540.0
2014-08-05 12:43:00,23.1,42.5,763.0,539.0
2014-08-05 13:43:00,25.55,41.2,753.0,537.0
2014-08-05 13:44:00,26.5,41.3,759.0,541.0
2014-08-05 13:45:00,26.5,41.4,761.5,543.5
2014-08-05 13:46:00,26.5,41.6,764.0,546.0
2014-08-05 14:24:00,24.7,38.3,704.0,486.0
2014-08-05 14:25:00,24.9,38.1,702.0,483.0
2014-08-05 14:26:00,24.7,37.9,698.0,481.0
2014-08-05 14:27:00,24.9,37.7,696.0,480.0
2014-08-05 15:26:00,39.7,30.9,646.0,423.0
2014-08-05 15:27:00,40.2,31.0,647.0,424.0
2014-08-05 15:28:00,39.8,31.0,647.0,424.0
