year,month,day,hour,min,sec,close_hour,cmin,csec,open_hour,omin,osec,camb,close_month,close_day
2014,7,20,12,3,41,12,25,27,12,24,57,1,7,20
2014,7,20,13,6,28,13,28,15,13,27,45,1,7,20
2014,7,20,14,9,16,14,31,3,14,30,33,1,7,20
2014,7,20,15,12,4,15,33,51,15,33,21,1,7,20
2014,7,20,16,14,53,16,36,40,16,36,10,1,7,20
2014,7,20,17,17,39,17,39,26,17,38,55,1,7,20
2014,7,20,18,20,24,18,42,11,18,41,41,1,7,20
2014,7,20,19,23,10,19,44,56,19,44,26,1,7,20
2014,7,20,20,25,55,20,47,42,20,47,11,1,7,20
2014,7,20,21,28,41,21,50,28,21,49,57,1,7,20
2014,7,20,22,31,28,22,53,15,22,52,44,1,7,20
2014,7,20,23,34,14,23,56,1,23,55,31,1,7,20
2014,7,21,0,36,54,0,58,37,0,58,7,1,7,21
2014,7,21,1,39,28,2,1,11,2,0,40,1,7,21
2014,7,21,2,42,2,3,3,44,3,3,14,1,7,21
2014,7,21,3,44,36,4,6,18,4,5,47,1,7,21
2014,7,21,4,47,10,5,8,51,5,8,20,1,7,21
2014,7,21,5,49,44,6,11,25,6,10,54,1,7,21
2014,7,21,6,52,18,7,13,59,7,13,29,1,7,21
2014,7,21,7,54,53,8,16,35,8,16,5,1,7,21
2014,7,21,8,57,29,9,19,10,9,18,40,1,7,21
2014,7,21,10,0,3,10,21,48,10,21,18,1,7,21
2014,7,21,11,2,49,11,24,34,11,24,4,1,7,21
2014,7,21,13,32,41,13,54,18,13,53,47,1,7,21
2014,7,21,14,35,2,14,56,41,14,56,11,1,7,21
2014,7,21,15,37,25,15,59,5,15,58,34,1,7,21
2014,7,21,16,39,49,17,1,28,17,0,57,1,7,21
2014,7,21,17,42,12,18,3,51,18,3,20,1,7,21
2014,7,21,18,44,36,19,6,14,19,5,44,1,7,21
2014,7,21,19,47,0,20,8,38,20,8,8,1,7,21
2014,7,21,20,49,24,21,11,2,21,10,31,1,7,21
2014,7,21,21,51,48,22,13,26,22,12,55,1,7,21
2014,7,21,22,54,12,23,16,0,23,15,30,1,7,21
2014,7,21,23,57,1,0,18,42,0,18,12,1,7,22
2014,7,22,0,59,35,1,21,19,1,20,49,1,7,22
2014,7,22,2,2,12,2,23,54,2,23,23,1,7,22
2014,7,22,3,4,46,3,26,28,3,25,58,1,7,22
2014,7,22,4,7,21,4,29,3,4,28,33,1,7,22
2014,7,22,5,9,55,5,31,38,5,31,8,1,7,22
2014,7,22,6,12,30,6,34,14,6,33,43,1,7,22
2014,7,22,7,15,6,7,36,50,7,36,20,1,7,22
2014,7,22,8,17,43,8,39,27,8,38,57,1,7,22
2014,7,22,9,20,21,9,42,4,9,41,34,1,7,22
2014,7,22,10,23,0,10,44,46,10,44,16,1,7,22
2014,7,22,11,25,46,11,47,33,11,47,2,1,7,22
2014,7,22,13,23,56,13,45,28,13,44,58,1,7,22
2014,7,22,14,26,8,14,47,45,14,47,15,1,7,22
2014,7,22,15,28,25,15,50,2,15,49,32,1,7,22
2014,7,22,16,30,43,16,52,20,16,51,50,1,7,22
2014,7,22,17,33,1,17,54,38,17,54,8,1,7,22
2014,7,22,18,35,19,18,56,56,18,56,26,1,7,22
2014,7,22,19,37,41,19,59,20,19,58,50,1,7,22
2014,7,22,20,40,5,21,1,43,21,1,13,1,7,22
2014,7,22,21,42,28,22,4,6,22,3,36,1,7,22
2014,7,22,22,44,51,23,6,32,23,6,2,1,7,22
2014,7,22,23,47,25,0,9,5,0,8,35,1,7,23
2014,7,23,0,49,51,1,11,28,1,10,58,1,7,23
2014,7,23,1,52,14,2,13,51,2,13,21,1,7,23
2014,7,23,2,54,39,3,16,23,3,15,53,1,7,23
2014,7,23,3,57,18,4,18,59,4,18,29,1,7,23
2014,7,23,4,59,54,5,21,35,5,21,5,1,7,23
2014,7,23,6,2,29,6,24,11,6,23,40,1,7,23
2014,7,23,7,5,5,7,26,52,7,26,22,1,7,23
2014,7,23,8,7,47,8,29,31,8,29,1,1,7,23
2014,7,23,9,10,25,9,32,10,9,31,40,1,7,23
2014,7,23,10,13,9,10,34,57,10,34,27,1,7,23
2014,7,23,11,15,58,11,37,46,11,37,16,1,7,23
2014,7,23,12,18,48,12,40,37,12,40,7,1,7,23
2014,7,23,13,21,41,13,43,30,13,43,0,1,7,23
2014,7,23,14,24,34,14,46,23,14,45,52,1,7,23
2014,7,23,15,27,25,15,49,14,15,48,44,1,7,23
2014,7,23,16,30,17,16,52,6,16,51,36,1,7,23
2014,7,23,17,33,9,17,55,0,17,54,29,1,7,23
2014,7,23,18,36,1,18,57,49,18,57,19,1,7,23
2014,7,23,19,38,50,20,0,38,20,0,7,1,7,23
2014,7,23,20,41,39,21,3,27,21,2,56,1,7,23
2014,7,23,21,44,29,22,6,17,22,5,46,1,7,23
2014,7,23,22,47,20,23,9,7,23,8,36,1,7,23
2014,7,23,23,50,10,0,11,54,0,11,24,1,7,24
2014,7,24,0,52,51,1,14,33,1,14,3,1,7,24
2014,7,24,1,55,30,2,17,12,2,16,41,1,7,24
2014,7,24,2,58,9,3,19,52,3,19,22,1,7,24
2014,7,24,4,0,49,4,22,32,4,22,2,1,7,24
2014,7,24,5,3,28,5,25,10,5,24,39,1,7,24
2014,7,24,6,6,2,6,27,44,6,27,13,1,7,24
2014,7,24,7,8,35,7,30,18,7,29,48,1,7,24
2014,7,24,8,11,10,8,32,53,8,32,23,1,7,24
2014,7,24,9,13,46,9,35,30,9,35,0,1,7,24
2014,7,24,10,16,27,10,38,15,10,37,45,1,7,24
2014,7,24,11,19,17,11,41,6,11,40,35,1,7,24
2014,7,24,12,22,7,12,43,56,12,43,26,1,7,24
2014,7,24,13,24,58,13,46,46,13,46,16,1,7,24
2014,7,24,14,27,48,14,49,36,14,49,6,1,7,24
2014,7,24,15,30,38,15,52,27,15,51,57,1,7,24
2014,7,24,16,33,29,16,55,19,16,54,49,1,7,24
2014,7,24,17,36,19,17,58,7,17,57,36,1,7,24
2014,7,24,18,39,6,19,0,53,19,0,23,1,7,24
2014,7,24,19,41,53,20,3,39,20,3,8,1,7,24
2014,7,24,20,44,39,21,6,25,21,5,54,1,7,24
2014,7,24,21,47,26,22,9,13,22,8,42,1,7,24
2014,7,24,22,50,15,23,12,1,23,11,31,1,7,24
2014,7,24,23,53,5,0,14,49,0,14,19,1,7,25
2014,7,25,0,55,45,1,17,27,1,16,57,1,7,25
2014,7,25,1,58,23,2,20,6,2,19,36,1,7,25
2014,7,25,3,1,2,3,22,45,3,22,14,1,7,25
2014,7,25,4,3,41,4,25,24,4,24,54,1,7,25
2014,7,25,5,6,21,5,28,5,5,27,34,1,7,25
2014,7,25,6,9,0,6,30,46,6,30,15,1,7,25
2014,7,25,7,11,42,7,33,29,7,32,59,1,7,25
2014,7,25,8,14,23,8,36,6,8,35,36,1,7,25
2014,7,25,9,17,0,9,38,43,9,38,13,1,7,25
