year,month,day,hour,min,sec,close_hour,cmin,csec,open_hour,omin,osec,camb,close_month,close_day
2014,7,21,22,2,11,22,24,17,22,23,47,1,7,21
2014,7,21,23,5,55,23,28,8,23,27,37,1,7,21
2014,7,22,0,9,55,0,32,5,0,31,34,1,7,22
2014,7,22,1,13,47,1,35,57,1,35,27,1,7,22
2014,7,22,2,17,32,2,39,36,2,39,5,1,7,22
2014,7,22,3,21,19,3,43,29,3,42,59,1,7,22
2014,7,22,4,25,12,4,47,22,4,46,52,1,7,22
2014,7,22,5,29,6,5,51,16,5,50,45,1,7,22
2014,7,22,6,32,59,6,55,10,6,54,40,1,7,22
2014,7,22,7,36,53,7,59,2,7,58,31,1,7,22
2014,7,22,8,40,42,9,2,51,9,2,20,1,7,22
2014,7,22,9,44,33,10,6,40,10,6,10,1,7,22
2014,7,22,10,48,27,11,10,39,11,10,9,1,7,22
2014,7,22,13,24,11,13,46,13,13,45,42,1,7,22
2014,7,22,14,27,51,14,49,58,14,49,27,1,7,22
2014,7,22,15,31,35,15,53,41,15,53,11,1,7,22
2014,7,22,16,35,19,16,57,25,16,56,55,1,7,22
2014,7,22,17,39,3,18,1,10,18,0,39,1,7,22
2014,7,22,18,42,47,19,4,52,19,4,22,1,7,22
2014,7,22,19,46,27,20,8,30,20,7,59,1,7,22
2014,7,22,20,50,5,21,12,15,21,11,44,1,7,22
2014,7,22,21,54,2,22,16,11,22,15,41,1,7,22
2014,7,22,22,57,57,23,20,11,23,19,40,1,7,22
2014,7,23,0,2,4,0,24,13,0,23,43,1,7,23
2014,7,23,1,5,58,1,28,8,1,27,38,1,7,23
2014,7,23,2,9,54,2,32,4,2,31,33,1,7,23
2014,7,23,3,13,47,3,35,57,3,35,27,1,7,23
2014,7,23,4,17,40,4,39,50,4,39,20,1,7,23
2014,7,23,5,21,34,5,43,43,5,43,13,1,7,23
2014,7,23,6,25,25,6,47,33,6,47,2,1,7,23
2014,7,23,7,29,10,7,51,17,7,50,47,1,7,23
2014,7,23,8,32,56,8,55,4,8,54,34,1,7,23
2014,7,23,9,36,43,9,58,51,9,58,21,1,7,23
2014,7,23,10,40,35,11,2,46,11,2,15,1,7,23
2014,7,23,11,44,32,12,6,43,12,6,12,1,7,23
2014,7,23,12,48,32,13,10,43,13,10,13,1,7,23
2014,7,23,13,52,34,14,14,46,14,14,16,1,7,23
2014,7,23,14,56,37,15,18,45,15,18,15,1,7,23
2014,7,23,16,0,34,16,22,45,16,22,15,1,7,23
2014,7,23,17,4,34,17,26,45,17,26,14,1,7,23
2014,7,23,18,8,32,18,30,44,18,30,13,1,7,23
2014,7,23,19,12,30,19,34,42,19,34,12,1,7,23
2014,7,23,20,16,31,20,38,45,20,38,14,1,7,23
2014,7,23,21,20,34,21,42,48,21,42,18,1,7,23
2014,7,23,22,24,42,22,46,58,22,46,27,1,7,23
2014,7,23,23,28,53,23,51,9,23,50,39,1,7,23
2014,7,24,0,32,59,0,55,11,0,54,41,1,7,24
2014,7,24,1,36,57,1,59,10,1,58,39,1,7,24
2014,7,24,2,40,56,3,3,7,3,2,36,1,7,24
2014,7,24,3,44,52,4,7,2,4,6,32,1,7,24
2014,7,24,4,48,47,5,10,57,5,10,27,1,7,24
2014,7,24,5,52,46,6,14,56,6,14,26,1,7,24
2014,7,24,6,56,45,7,18,54,7,18,23,1,7,24
2014,7,24,8,0,38,8,22,48,8,22,18,1,7,24
2014,7,24,9,4,35,9,26,45,9,26,14,1,7,24
2014,7,24,10,8,32,10,30,46,10,30,15,1,7,24
2014,7,24,11,12,38,11,34,51,11,34,21,1,7,24
2014,7,24,12,16,44,12,39,0,12,38,30,1,7,24
2014,7,24,13,20,55,13,43,12,13,42,41,1,7,24
2014,7,24,14,25,5,14,47,20,14,46,49,1,7,24
2014,7,24,15,29,16,15,51,32,15,51,1,1,7,24
2014,7,24,16,33,25,16,55,39,16,55,9,1,7,24
2014,7,24,17,37,32,17,59,47,17,59,17,1,7,24
2014,7,24,18,41,40,19,3,54,19,3,24,1,7,24
2014,7,24,19,45,47,20,8,1,20,7,30,1,7,24
2014,7,24,20,49,55,21,12,10,21,11,39,1,7,24
2014,7,24,21,54,4,22,16,17,22,15,46,1,7,24
2014,7,24,22,58,12,23,20,25,23,19,54,1,7,24
2014,7,25,0,2,18,0,24,29,0,23,58,1,7,25
2014,7,25,1,6,15,1,28,25,1,27,55,1,7,25
2014,7,25,2,10,11,2,32,22,2,31,52,1,7,25
2014,7,25,3,14,7,3,36,18,3,35,48,1,7,25
2014,7,25,4,18,3,4,40,13,4,39,43,1,7,25
2014,7,25,5,21,58,5,44,9,5,43,39,1,7,25
2014,7,25,6,25,53,6,48,4,6,47,33,1,7,25
2014,7,25,7,29,47,7,51,56,7,51,26,1,7,25
2014,7,25,8,33,40,8,55,50,8,55,20,1,7,25
2014,7,25,9,37,34,9,59,45,9,59,15,1,7,25
