,close_conc,flux,open_conc
2014-07-21 17:00:00,40.2532778347,-0.435990872938,63.5722295219
2014-07-21 18:00:00,37.7044536868,-0.319283546159,54.7813193955
2014-07-21 19:00:00,35.4902878405,-0.350187609737,54.2200559613
2014-07-21 20:00:00,30.9955081753,-0.278387561105,45.8850540137
2014-07-21 21:00:00,24.4179865368,0.006021210104,24.0959423927
2014-07-21 22:00:00,20.7019274744,-0.0126827651019,21.3802645797
2014-07-22 00:00:00,20.7153409185,0.124927880903,14.0335789827
2014-07-22 01:00:00,14.3763910934,-0.0374751931399,16.3807500664
2014-07-22 02:00:00,11.9053161156,-0.0986746433595,17.1829248549
2014-07-22 03:00:00,13.7053244071,0.0256519897868,12.333328919
2014-07-22 04:00:00,19.3064335668,0.0715479049892,15.4796971755
2014-07-22 05:00:00,14.5087231631,-0.0744750911936,18.4920199733
2014-07-22 06:00:00,17.7249188976,-0.09710601493,22.9186296178
2014-07-22 07:00:00,31.2284200762,-0.0203792630331,32.3184040176
2014-07-22 09:00:00,34.6435068468,-0.296283995209,50.490242636
2014-07-22 10:00:00,39.0502932399,-0.329283059627,56.6619824643
2014-07-22 11:00:00,42.204366237,-0.225556992703,54.2682715663
2014-07-22 14:00:00,46.5760898902,-0.418973583922,68.9848726609
2014-07-22 15:00:00,46.265130827,-0.436590955558,69.6161779054
2014-07-22 19:00:00,39.0046694438,-0.450568819739,63.1033219419
2014-07-22 20:00:00,36.2825714185,-0.0813059178889,40.6312146788
2014-07-22 21:00:00,25.4062077436,-0.0575784172872,28.4857867309
2014-07-22 22:00:00,24.2452319663,-0.0294793835874,25.8219354349
2014-07-22 23:00:00,20.5165526538,-0.0845478821252,25.0385922214
2014-07-23 00:00:00,23.2598514043,-0.032373310334,24.9913364112
2014-07-23 01:00:00,17.789677788,-0.130970479695,24.7946278409
2014-07-23 02:00:00,14.9946342637,-0.225767029915,27.0697734235
2014-07-23 03:00:00,17.1391581529,-0.0786989679962,21.3483688186
2014-07-23 04:00:00,14.4412972728,-0.108756980823,20.2581593653
2014-07-23 05:00:00,15.7600793552,-0.119287722237,22.1401776655
2014-07-23 06:00:00,16.0453545848,-0.0446684521413,18.434444683
2014-07-23 07:00:00,30.1172022991,-0.124261870284,36.7633426877
2014-07-23 08:00:00,27.660327047,-0.150208359413,35.6942142075
2014-07-23 09:00:00,27.8317821038,-0.145568908723,35.6175284585
2014-07-23 11:00:00,38.3843216162,-0.278834344722,53.2977636557
2014-07-23 12:00:00,49.0234078742,-0.398350343219,70.3291575692
2014-07-23 13:00:00,50.1916227423,-0.517477536045,77.8688848394
2014-07-23 14:00:00,41.3553480537,-0.322361122479,58.5968177897
2014-07-23 15:00:00,41.0248864094,-0.273416719164,55.6485669963
2014-07-23 16:00:00,41.1146229678,-0.279946946711,56.0875724733
2014-07-23 17:00:00,35.4654506596,-0.0920295192099,40.3876452409
2014-07-23 18:00:00,33.6526538072,-0.0371751714337,35.6409661331
2014-07-23 19:00:00,35.9309279549,-0.0740868563402,39.8934600419
2014-07-23 20:00:00,30.5283971455,-0.0896345341974,35.3224960641
2014-07-23 21:00:00,33.9301187853,0.0471572363506,31.4079161787
2014-07-23 22:00:00,31.746572404,0.176042597968,22.3309421885
2014-07-23 23:00:00,31.7492752542,0.207625782364,20.6444198811
2014-07-24 00:00:00,31.7338397887,0.302468047111,15.5563502693
2014-07-24 01:00:00,32.5315441989,0.236266400846,19.8948466701
2014-07-24 03:00:00,21.1954428418,0.134212656458,14.0170851146
2014-07-24 04:00:00,18.0943543651,-0.125486888058,24.8060147728
2014-07-24 05:00:00,18.4959900591,0.00437708402511,18.2618819223
2014-07-24 06:00:00,24.4512960586,0.174680678605,15.1085080373
2014-07-24 07:00:00,34.8679998201,0.174965932176,25.5099550248
2014-07-24 08:00:00,40.061785975,-0.12465734324,46.7290782164
2014-07-24 09:00:00,44.1047091544,-0.324212055931,61.4451759805
2014-07-24 10:00:00,42.3368048307,-0.423287447277,64.9763143836
2014-07-24 11:00:00,45.7588847992,-0.303783705253,62.0067422335
2014-07-24 12:00:00,46.9592633579,-0.250997111578,60.3838322693
2014-07-24 13:00:00,42.7614403669,-0.526654707659,70.9295430636
2014-07-24 14:00:00,43.0160330183,-0.217701326856,54.6597784228
2014-07-24 15:00:00,45.8432193335,-0.330667259629,63.528942431
2014-07-24 16:00:00,44.7589377167,-0.308695631349,61.2695092912
2014-07-24 17:00:00,40.4868123684,-0.399049429174,61.8299526434
2014-07-24 19:00:00,37.6786081748,0.0565884659123,34.651976691
2014-07-24 20:00:00,36.4832235235,0.0444255092267,34.1071272159
2014-07-24 21:00:00,35.1802705986,0.0894404259321,30.3965535516
2014-07-24 22:00:00,35.2433988377,0.254668731495,21.6224535047
2014-07-25 01:00:00,30.5649744464,-0.000909859528115,30.6136382412
2014-07-25 02:00:00,31.8200661475,0.300820378218,15.7307021227
2014-07-25 03:00:00,33.9589469453,0.225967425365,21.8730896441
2014-07-25 04:00:00,27.5259484135,0.139539955011,20.0626603694
2014-07-25 05:00:00,26.7805413633,0.0893203447006,22.0032468555
2014-07-25 06:00:00,35.2372598056,0.230714202985,22.8975213227
2014-07-25 07:00:00,36.2029814502,0.352402996983,17.3547234449
2014-07-25 08:00:00,39.2826754524,-0.188060761117,49.3410965684
2014-07-25 09:00:00,45.3778853294,-0.250405203966,58.7707960896
