,o3_ppb,UnixTime,e2v03,no2,Temp,Rh,days from start,ref_o3_smooth
2014-07-28 02:16:00,16.0,1406513790.62,314.923076923,519.461538462,20.8,55.4923076923,2.0,
2014-07-28 02:17:00,19.0,1406513850.58,315.0,520.0,20.9416666667,55.1583333333,2.0,
2014-07-28 02:18:00,18.0,1406513910.54,315.0,520.0,21.0769230769,54.8307692308,2.0,
2014-07-28 02:19:00,19.0,1406513970.42,315.333333333,520.25,21.1833333333,54.4666666667,2.0,
2014-07-28 03:15:00,20.0,1406517329.62,307.0,516.615384615,19.7,55.7076923077,2.0,
2014-07-28 03:16:00,21.0,1406517393.0,307.0,516.0,19.6909090909,55.8363636364,2.0,
2014-07-28 03:17:00,22.0,1406517450.42,307.0,516.833333333,19.7,55.9,2.0,
2014-07-28 03:18:00,21.0,1406517510.38,307.0,518.769230769,19.7615384615,55.8307692308,2.0,
2014-07-28 03:19:00,21.0,1406517570.42,307.5,519.583333333,19.9083333333,55.6833333333,2.0,
2014-07-28 03:20:00,20.0,1406517630.31,307.846153846,520.076923077,20.0538461538,55.4769230769,2.0,
2014-07-28 03:21:00,17.0,1406517690.25,307.916666667,519.25,20.1916666667,55.3416666667,2.0,
2014-07-28 03:22:00,16.0,1406517750.15,308.0,519.0,20.2692307692,55.2615384615,2.0,
2014-07-28 03:23:00,14.0,1406517810.17,308.416666667,519.0,20.3583333333,55.1583333333,2.0,
2014-07-28 04:19:00,15.0,1406521169.92,308.0,516.0,19.4,59.975,2.0,
2014-07-28 04:20:00,16.0,1406521229.85,308.076923077,516.461538462,19.4846153846,60.0615384615,2.0,
2014-07-28 04:21:00,15.0,1406521289.75,308.416666667,518.5,19.6333333333,59.6666666667,2.0,
2014-07-28 04:22:00,17.0,1406521349.77,309.0,519.461538462,19.8076923077,59.2307692308,2.0,
2014-07-28 04:23:00,17.0,1406521409.58,309.0,520.166666667,19.95,58.8666666667,2.0,
2014-07-28 04:24:00,17.0,1406521469.62,309.923076923,522.384615385,20.0538461538,58.4384615385,2.0,
2014-07-28 04:25:00,14.0,1406521529.42,310.0,522.583333333,20.1583333333,58.0583333333,2.0,
2014-07-28 04:26:00,14.0,1406521589.31,309.923076923,521.846153846,20.2538461538,57.7538461538,2.0,
2014-07-28 04:27:00,13.0,1406521649.25,310.0,521.333333333,20.3,57.5,2.0,
2014-07-28 05:22:00,20.0,1406524950.58,316.916666667,539.0,20.525,62.25,2.0,
2014-07-28 05:23:00,20.0,1406525010.62,316.923076923,539.0,20.6769230769,61.8692307692,2.0,
2014-07-28 05:24:00,18.0,1406525070.58,317.416666667,539.5,20.825,61.2416666667,2.0,
2014-07-28 05:25:00,19.0,1406525130.54,318.0,540.0,21.0307692308,60.6153846154,2.0,
2014-07-28 05:26:00,20.0,1406525190.5,318.0,540.166666667,21.1583333333,60.0666666667,2.0,
2014-07-28 05:27:00,17.0,1406525250.38,318.076923077,540.923076923,21.3,59.6538461538,2.0,
2014-07-28 05:28:00,18.0,1406525310.25,319.0,541.5,21.3916666667,59.3166666667,2.0,
2014-07-28 05:29:00,18.0,1406525370.08,319.0,542.692307692,21.4923076923,59.0923076923,2.0,
2014-07-28 05:30:00,17.0,1406525429.92,318.916666667,542.583333333,21.5333333333,58.8916666667,2.0,
2014-07-28 06:26:00,23.0,1406528789.25,325.833333333,553.416666667,21.95,61.1333333333,2.0,
2014-07-28 06:27:00,24.0,1406528849.15,325.923076923,554.769230769,22.1615384615,60.5769230769,2.0,
2014-07-28 06:28:00,26.0,1406528909.0,326.083333333,555.0,22.3416666667,60.0333333333,2.0,
2014-07-28 06:29:00,26.0,1406528969.0,326.923076923,555.769230769,22.4692307692,59.5923076923,2.0,
2014-07-28 06:30:00,23.0,1406529028.92,327.0,556.5,22.6083333333,59.2583333333,2.0,
2014-07-28 06:31:00,25.0,1406529088.85,327.0,558.0,22.6923076923,59.0,2.0,
2014-07-28 06:32:00,25.0,1406529148.58,327.5,557.916666667,22.7833333333,58.7083333333,2.0,
2014-07-28 06:33:00,24.0,1406529208.54,328.0,557.846153846,22.8230769231,58.4846153846,2.0,
2014-07-28 06:34:00,27.0,1406529268.42,327.916666667,559.5,22.9083333333,58.375,2.0,
2014-07-28 07:30:00,31.0,1406532628.58,348.333333333,584.0,25.1,56.95,2.0,
2014-07-28 07:31:00,30.0,1406532688.54,350.461538462,587.692307692,25.3769230769,56.4615384615,2.0,
2014-07-28 07:32:00,33.0,1406532748.42,351.75,588.833333333,25.65,54.8333333333,2.0,
2014-07-28 07:33:00,33.0,1406532808.31,352.538461538,590.769230769,25.8769230769,54.1923076923,2.0,
2014-07-28 07:34:00,34.0,1406532870.62,353.846153846,592.846153846,26.1153846154,53.8461538462,2.0,
2014-07-28 07:35:00,34.0,1406532930.58,354.75,593.833333333,26.3166666667,53.1083333333,2.0,
2014-07-28 07:36:00,33.0,1406532990.38,356.307692308,595.923076923,26.5615384615,52.6153846154,2.0,
2014-07-28 07:37:00,32.0,1406533050.33,357.833333333,597.833333333,26.7333333333,51.825,2.0,
2014-07-28 07:38:00,35.0,1406533110.15,358.153846154,598.461538462,26.9076923077,50.7769230769,2.0,
2014-07-28 08:34:00,41.0,1406536469.42,416.583333333,680.25,34.8083333333,31.65,2.0,
2014-07-28 08:35:00,44.0,1406536529.38,417.230769231,681.923076923,34.9692307692,31.4230769231,2.0,
2014-07-28 08:36:00,43.0,1406536589.42,417.916666667,682.583333333,35.125,31.3333333333,2.0,
2014-07-28 08:37:00,41.0,1406536649.15,418.538461538,683.076923077,35.2461538462,30.9307692308,2.0,
2014-07-28 08:38:00,41.0,1406536709.25,418.916666667,683.5,35.3,30.4666666667,2.0,
2014-07-28 08:39:00,43.0,1406536769.08,419.0,683.076923077,35.3846153846,30.2384615385,2.0,
2014-07-28 08:40:00,42.0,1406536829.0,419.333333333,683.416666667,35.4166666667,30.1916666667,2.0,
2014-07-28 08:41:00,43.0,1406536888.92,419.923076923,684.153846154,35.4769230769,30.2692307692,2.0,
2014-07-28 08:42:00,45.0,1406536948.75,421.333333333,686.166666667,35.5583333333,30.4,2.0,
2014-07-28 09:38:00,49.0,1406540308.62,458.769230769,727.923076923,38.6692307692,27.3769230769,2.0,
2014-07-28 09:39:00,50.0,1406540368.5,460.083333333,729.833333333,38.8333333333,27.3333333333,2.0,
2014-07-28 09:40:00,50.0,1406540428.38,461.615384615,731.923076923,38.9769230769,27.3692307692,2.0,
2014-07-28 09:41:00,52.0,1406540488.33,462.916666667,733.666666667,39.1416666667,26.95,2.0,
2014-07-28 09:42:00,50.0,1406540548.23,464.384615385,735.923076923,39.3,26.7692307692,2.0,
2014-07-28 09:43:00,48.0,1406540610.54,466.153846154,737.615384615,39.4538461538,26.7076923077,2.0,
2014-07-28 09:44:00,46.0,1406540670.42,467.083333333,739.0,39.575,26.5666666667,2.0,
2014-07-28 09:45:00,48.0,1406540730.38,468.076923077,739.384615385,39.6846153846,26.3692307692,2.0,
2014-07-28 09:46:00,47.0,1406540790.5,469.333333333,742.166666667,39.7916666667,26.2083333333,2.0,
2014-07-28 10:42:00,57.0,1406544148.85,517.153846154,778.538461538,43.1153846154,23.2615384615,2.0,
2014-07-28 10:43:00,55.0,1406544209.0,517.666666667,778.0,43.225,23.0083333333,2.0,
2014-07-28 10:44:00,56.0,1406544269.0,518.0,778.615384615,43.3,23.0461538462,2.0,
2014-07-28 10:45:00,59.0,1406544329.25,518.083333333,777.833333333,43.3,22.7833333333,2.0,
2014-07-28 10:46:00,56.0,1406544389.15,518.846153846,778.0,43.3307692308,22.7692307692,2.0,
2014-07-28 10:47:00,55.0,1406544449.33,519.166666667,779.0,43.375,22.875,2.0,
2014-07-28 10:48:00,56.0,1406544509.54,518.923076923,777.230769231,43.4,22.6307692308,2.0,
2014-07-28 10:49:00,61.0,1406544569.75,518.833333333,776.0,43.4,22.3083333333,2.0,
2014-07-28 10:50:00,57.0,1406544630.0,518.923076923,775.230769231,43.3769230769,22.2076923077,2.0,
2014-07-28 11:46:00,64.0,1406547989.38,563.307692308,802.307692308,45.4615384615,20.7615384615,2.0,
2014-07-28 11:47:00,64.0,1406548049.5,565.0,803.0,45.5916666667,20.725,2.0,
2014-07-28 11:48:00,67.0,1406548109.54,566.153846154,803.0,45.6615384615,20.6846153846,2.0,
2014-07-28 11:49:00,70.0,1406548169.58,567.5,803.916666667,45.775,20.7,2.0,
2014-07-28 11:50:00,44.0,1406548229.77,568.230769231,803.769230769,45.8076923077,20.2692307692,2.0,
2014-07-28 11:51:00,66.0,1406548289.83,568.916666667,805.0,45.9083333333,20.3583333333,2.0,
2014-07-28 11:52:00,65.0,1406548350.08,570.153846154,805.307692308,46.0,20.3153846154,2.0,
2014-07-28 11:53:00,63.0,1406548410.25,571.0,805.083333333,46.0333333333,20.0833333333,2.0,
2014-07-28 11:54:00,70.0,1406548470.38,571.769230769,805.615384615,46.0846153846,20.0307692308,2.0,
2014-07-28 12:50:00,80.0,1406551829.75,597.166666667,807.333333333,45.8416666667,19.1083333333,2.0,
2014-07-28 12:51:00,79.0,1406551889.85,598.076923077,807.923076923,45.8923076923,18.9153846154,2.0,
2014-07-28 12:52:00,79.0,1406551949.83,599.166666667,807.0,45.9916666667,18.4,2.0,
2014-07-28 12:53:00,79.0,1406552010.0,600.0,807.076923077,46.0538461538,18.3,2.0,
2014-07-28 12:54:00,78.0,1406552070.25,600.583333333,807.416666667,46.0833333333,18.3583333333,2.0,
2014-07-28 12:55:00,76.0,1406552130.38,601.538461538,808.692307692,46.0846153846,18.8,2.0,
2014-07-28 12:56:00,79.0,1406552190.5,603.083333333,810.416666667,46.0916666667,19.1,2.0,
2014-07-28 12:57:00,72.0,1406552248.33,603.666666667,810.0,46.1,18.55,2.0,
2014-07-28 12:58:00,73.0,1406552308.38,604.615384615,811.384615385,46.1769230769,18.6384615385,2.0,
2014-07-28 15:24:00,82.0,1406561069.85,524.538461538,728.230769231,39.2,24.4307692308,2.0,
2014-07-28 15:25:00,83.0,1406561130.08,524.0,728.0,39.1833333333,24.6166666667,2.0,
2014-07-28 15:26:00,84.0,1406561190.15,524.0,727.769230769,39.1538461538,24.5769230769,2.0,
2014-07-28 15:27:00,85.0,1406561250.42,524.0,727.166666667,39.1166666667,24.55,2.0,
2014-07-28 15:28:00,83.0,1406561310.62,524.0,728.0,39.1,24.9538461538,2.0,
2014-07-28 15:29:00,83.0,1406561370.67,523.916666667,727.0,39.1,24.8416666667,2.0,
2014-07-28 15:30:00,82.0,1406561428.42,523.416666667,726.416666667,39.0916666667,24.7583333333,2.0,
2014-07-28 15:31:00,84.0,1406561488.54,522.769230769,725.923076923,39.1,24.8,2.0,
2014-07-28 15:32:00,84.0,1406561548.58,522.0,724.75,39.0666666667,24.8,2.0,
2014-07-28 16:28:00,78.0,1406564908.83,515.75,734.083333333,39.75,23.625,2.0,
2014-07-28 16:29:00,80.0,1406564968.85,515.0,733.230769231,39.7,23.7461538462,2.0,
2014-07-28 16:30:00,79.0,1406565028.75,514.75,732.0,39.675,23.6916666667,2.0,
2014-07-28 16:31:00,78.0,1406565088.85,513.384615385,730.846153846,39.5923076923,23.6538461538,2.0,
2014-07-28 16:32:00,79.0,1406565148.75,513.0,728.916666667,39.5666666667,23.5666666667,2.0,
2014-07-28 16:33:00,78.0,1406565208.85,512.307692308,728.076923077,39.4923076923,23.6846153846,2.0,
2014-07-28 16:34:00,78.0,1406565268.75,512.0,728.0,39.4583333333,23.875,2.0,
2014-07-28 16:35:00,73.0,1406565328.69,511.923076923,728.153846154,39.3923076923,24.1153846154,2.0,
2014-07-28 16:36:00,74.0,1406565388.58,511.0,728.0,39.3,24.4,2.0,
2014-07-28 17:32:00,68.0,1406568749.33,444.916666667,633.166666667,33.95,20.6416666667,3.0,
2014-07-28 17:33:00,69.0,1406568809.23,445.0,633.384615385,33.8769230769,20.5615384615,3.0,
2014-07-28 17:34:00,65.0,1406568869.25,444.916666667,634.833333333,33.8,20.8583333333,3.0,
2014-07-28 17:35:00,67.0,1406568929.15,444.076923077,632.230769231,33.8,20.6,3.0,
2014-07-28 17:36:00,67.0,1406568989.25,443.916666667,631.25,33.7583333333,20.4,3.0,
2014-07-28 17:37:00,67.0,1406569049.08,444.0,631.0,33.7,20.3769230769,3.0,
2014-07-28 17:38:00,68.0,1406569109.0,443.916666667,631.25,33.675,20.5666666667,3.0,
2014-07-28 17:39:00,67.0,1406569169.0,444.461538462,630.769230769,33.6153846154,20.7076923077,3.0,
2014-07-28 17:40:00,65.0,1406569228.75,445.0,630.0,33.6,20.7916666667,3.0,
2014-07-28 18:36:00,67.0,1406572589.0,449.75,643.0,33.8916666667,25.425,3.0,
2014-07-28 18:37:00,67.0,1406572649.0,449.0,642.923076923,33.9,25.4615384615,3.0,
2014-07-28 18:38:00,67.0,1406572709.0,448.916666667,642.916666667,33.8833333333,25.55,3.0,
2014-07-28 18:39:00,69.0,1406572768.92,448.0,641.538461538,33.8846153846,25.3923076923,3.0,
2014-07-28 18:40:00,68.0,1406572828.75,448.583333333,642.25,33.8833333333,25.6416666667,3.0,
2014-07-28 18:41:00,68.0,1406572888.85,448.230769231,641.846153846,33.8307692308,25.8846153846,3.0,
2014-07-28 18:42:00,67.0,1406572948.58,447.916666667,641.0,33.8,25.8333333333,3.0,
2014-07-28 18:43:00,68.0,1406573008.46,447.0,640.461538462,33.8,25.8307692308,3.0,
2014-07-28 18:44:00,67.0,1406573070.77,446.692307692,639.615384615,33.7538461538,25.7846153846,3.0,
2014-07-28 19:40:00,54.0,1406576429.85,410.0,602.615384615,30.5769230769,33.7538461538,3.0,
2014-07-28 19:41:00,54.0,1406576489.67,409.0,601.083333333,30.4666666667,33.775,3.0,
2014-07-28 19:42:00,52.0,1406576549.62,408.307692308,600.769230769,30.4153846154,33.9538461538,3.0,
2014-07-28 19:43:00,51.0,1406576609.58,408.0,600.0,30.325,34.2,3.0,
2014-07-28 19:44:00,50.0,1406576669.38,408.0,600.0,30.2692307692,34.4384615385,3.0,
2014-07-28 19:45:00,48.0,1406576729.42,407.083333333,599.083333333,30.175,34.6833333333,3.0,
2014-07-28 19:46:00,45.0,1406576789.23,406.923076923,599.0,30.1,34.8692307692,3.0,
2014-07-28 19:47:00,44.0,1406576849.17,406.0,598.5,30.0333333333,35.1,3.0,
2014-07-28 19:48:00,42.0,1406576909.0,405.846153846,599.0,30.0,35.3538461538,3.0,
2014-07-28 20:44:00,30.0,1406580270.15,385.461538462,583.0,27.2,46.5384615385,3.0,
2014-07-28 20:45:00,30.0,1406580330.25,385.0,582.833333333,27.1916666667,46.6916666667,3.0,
2014-07-28 20:46:00,31.0,1406580390.0,385.0,582.923076923,27.1076923077,46.7384615385,3.0,
2014-07-28 20:47:00,33.0,1406580450.0,384.0,582.333333333,27.0916666667,46.8416666667,3.0,
2014-07-28 20:48:00,32.0,1406580509.92,384.0,582.0,27.0076923077,46.9153846154,3.0,
2014-07-28 20:49:00,28.0,1406580569.75,384.0,582.0,27.0,47.0,3.0,
2014-07-28 20:50:00,31.0,1406580629.69,383.769230769,581.461538462,26.9307692308,46.6692307692,3.0,
2014-07-28 20:51:00,31.0,1406580689.58,383.0,580.166666667,26.9,46.5,3.0,
2014-07-28 20:52:00,32.0,1406580749.69,382.769230769,580.0,26.8769230769,46.5,3.0,
2014-07-28 21:48:00,28.0,1406584109.54,370.923076923,569.307692308,26.1230769231,43.1615384615,3.0,
2014-07-28 21:49:00,29.0,1406584169.42,369.916666667,568.166666667,26.075,43.175,3.0,
2014-07-28 21:50:00,28.0,1406584229.38,369.0,568.0,26.0076923077,43.2,3.0,
2014-07-28 21:51:00,28.0,1406584289.25,368.916666667,568.0,25.9583333333,42.9916666667,3.0,
2014-07-28 21:52:00,27.0,1406584349.08,368.461538462,568.0,25.9,42.7153846154,3.0,
2014-07-28 21:53:00,30.0,1406584409.0,368.0,566.916666667,25.8416666667,42.95,3.0,
2014-07-28 21:54:00,27.0,1406584469.0,367.923076923,566.307692308,25.8,43.2923076923,3.0,
2014-07-28 21:55:00,28.0,1406584529.0,368.0,564.75,25.7416666667,43.775,3.0,
2014-07-28 21:56:00,28.0,1406584589.0,367.384615385,563.538461538,25.7,44.0769230769,3.0,
2014-07-28 22:52:00,26.0,1406587950.69,359.846153846,558.230769231,24.5307692308,51.0615384615,3.0,
2014-07-28 22:53:00,25.0,1406588010.5,359.0,558.5,24.475,50.8833333333,3.0,
2014-07-28 22:54:00,27.0,1406588070.38,359.0,558.0,24.4076923077,50.8307692308,3.0,
2014-07-28 22:55:00,28.0,1406588130.25,358.583333333,556.083333333,24.3833333333,51.1416666667,3.0,
2014-07-28 22:56:00,29.0,1406588190.15,358.0,555.307692308,24.3153846154,51.1769230769,3.0,
2014-07-28 22:57:00,26.0,1406588250.25,357.916666667,554.0,24.2583333333,51.5416666667,3.0,
2014-07-28 22:58:00,26.0,1406588310.15,358.0,553.923076923,24.2153846154,51.5230769231,3.0,
2014-07-28 22:59:00,26.0,1406588370.25,357.5,553.0,24.1916666667,51.7666666667,3.0,
2014-07-28 23:00:00,27.0,1406588430.08,357.0,553.538461538,24.1307692308,52.0307692308,3.0,
2014-07-28 23:56:00,37.0,1406591789.25,345.833333333,547.0,23.1,54.7333333333,3.0,
2014-07-28 23:57:00,39.0,1406591849.0,345.076923077,547.0,23.1,54.9076923077,3.0,
2014-07-28 23:58:00,38.0,1406591908.83,345.0,547.0,23.0666666667,55.0166666667,3.0,
2014-07-28 23:59:00,41.0,1406591968.85,345.076923077,547.0,23.0615384615,55.0769230769,3.0,
2014-07-29 00:00:00,40.0,1406592028.67,345.5,547.0,23.0416666667,55.1416666667,3.0,
2014-07-29 00:01:00,41.0,1406592088.38,345.615384615,547.307692308,23.0,55.1,3.0,
2014-07-29 00:02:00,38.0,1406592150.38,345.0,547.230769231,23.0076923077,55.1076923077,3.0,
2014-07-29 00:03:00,39.0,1406592209.92,345.0,547.0,23.0,55.0916666667,3.0,
2014-07-29 00:04:00,39.0,1406592269.54,344.846153846,547.076923077,23.0,55.0,3.0,
2014-07-29 01:00:00,36.0,1406595630.69,337.076923077,543.923076923,22.3,52.9538461538,3.0,
2014-07-29 01:01:00,36.0,1406595690.33,337.0,542.666666667,22.2916666667,53.0916666667,3.0,
2014-07-29 01:02:00,40.0,1406595750.0,336.846153846,541.538461538,22.2076923077,53.1769230769,3.0,
2014-07-29 01:03:00,30.0,1406595809.58,336.583333333,540.25,22.1916666667,53.4916666667,3.0,
2014-07-29 01:04:00,29.0,1406595869.31,336.230769231,540.0,22.1538461538,53.6923076923,3.0,
2014-07-29 01:05:00,29.0,1406595928.92,336.083333333,541.333333333,22.1166666667,53.625,3.0,
2014-07-29 01:06:00,28.0,1406595988.54,336.0,543.230769231,22.1,53.5461538462,3.0,
2014-07-29 01:07:00,29.0,1406596050.54,336.0,544.0,22.0307692308,53.3307692308,3.0,
2014-07-29 01:08:00,30.0,1406596110.08,335.833333333,544.0,22.0,53.3833333333,3.0,
2014-07-29 02:04:00,15.0,1406599470.0,330.923076923,541.538461538,21.2692307692,57.1538461538,3.0,
2014-07-29 02:05:00,16.0,1406599529.92,331.0,543.0,21.25,57.15,3.0,
2014-07-29 02:06:00,13.0,1406599589.85,330.846153846,543.0,21.2615384615,57.2153846154,3.0,
2014-07-29 02:07:00,13.0,1406599649.58,330.916666667,543.0,21.2416666667,57.3083333333,3.0,
2014-07-29 02:08:00,12.0,1406599709.38,330.307692308,543.076923077,21.2076923077,57.3076923077,3.0,
2014-07-29 02:09:00,14.0,1406599769.17,330.0,543.416666667,21.2,57.275,3.0,
2014-07-29 02:10:00,13.0,1406599829.0,330.307692308,544.538461538,21.1923076923,57.2,3.0,
2014-07-29 02:11:00,14.0,1406599889.0,330.0,546.666666667,21.2,57.1166666667,3.0,
2014-07-29 02:12:00,13.0,1406599949.0,330.0,547.615384615,21.1538461538,56.9923076923,3.0,
2014-07-29 03:08:00,25.0,1406603309.25,325.333333333,537.0,20.825,56.5333333333,3.0,
2014-07-29 03:09:00,26.0,1406603369.08,325.0,537.153846154,20.8,56.5,3.0,
2014-07-29 03:10:00,25.0,1406603429.0,325.0,538.666666667,20.8,56.425,3.0,
2014-07-29 03:11:00,24.0,1406603488.92,324.923076923,539.769230769,20.8,56.3692307692,3.0,
2014-07-29 03:12:00,24.0,1406603548.92,324.916666667,540.583333333,20.7583333333,56.4916666667,3.0,
2014-07-29 03:13:00,24.0,1406603608.85,324.076923077,542.0,20.7230769231,56.5,3.0,
2014-07-29 03:14:00,22.0,1406603668.75,324.0,542.583333333,20.7,56.4916666667,3.0,
2014-07-29 03:15:00,22.0,1406603723.91,323.909090909,542.909090909,20.7,56.3545454545,3.0,
2014-07-29 03:16:00,24.0,1406603789.31,324.0,543.0,20.6307692308,56.2692307692,3.0,
2014-07-29 04:12:00,27.0,1406607148.85,322.0,530.769230769,20.5,58.3769230769,3.0,
2014-07-29 04:13:00,30.0,1406607208.75,322.0,532.0,20.5,58.35,3.0,
2014-07-29 04:14:00,27.0,1406607268.85,322.0,532.461538462,20.5,58.3,3.0,
2014-07-29 04:15:00,28.0,1406607328.75,321.916666667,533.5,20.5,58.2916666667,3.0,
2014-07-29 04:16:00,27.0,1406607388.77,322.0,534.846153846,20.4923076923,58.1923076923,3.0,
2014-07-29 04:17:00,27.0,1406607448.67,321.833333333,533.166666667,20.475,58.175,3.0,
2014-07-29 04:18:00,26.0,1406607508.09,321.909090909,532.181818182,20.4818181818,58.2545454545,3.0,
2014-07-29 04:19:00,28.0,1406607569.15,321.923076923,532.076923077,20.4923076923,58.2692307692,3.0,
2014-07-29 04:20:00,30.0,1406607629.25,322.333333333,533.583333333,20.5916666667,58.0916666667,3.0,
2014-07-29 05:16:00,22.0,1406610988.75,322.583333333,531.166666667,20.7916666667,58.125,3.0,
2014-07-29 05:17:00,23.0,1406611048.62,322.846153846,532.538461538,20.7923076923,57.9461538462,3.0,
2014-07-29 05:18:00,24.0,1406611108.58,322.083333333,533.833333333,20.7666666667,57.675,3.0,
2014-07-29 05:19:00,22.0,1406611168.62,322.0,532.615384615,20.7923076923,57.5692307692,3.0,
2014-07-29 05:20:00,23.0,1406611226.09,321.909090909,532.0,20.7909090909,57.5090909091,3.0,
2014-07-29 05:21:00,25.0,1406611289.17,322.0,532.25,20.7416666667,57.425,3.0,
2014-07-29 05:22:00,23.0,1406611349.15,322.384615385,534.0,20.7923076923,57.3076923077,3.0,
2014-07-29 05:23:00,23.0,1406611409.25,322.916666667,535.833333333,20.9333333333,56.8666666667,3.0,
2014-07-29 05:24:00,24.0,1406611469.15,323.0,536.384615385,21.1230769231,56.3769230769,3.0,
2014-07-29 06:19:00,30.0,1406614769.42,320.916666667,533.75,20.7416666667,57.6333333333,3.0,
2014-07-29 06:20:00,29.0,1406614829.31,320.769230769,535.846153846,20.7,57.6,3.0,
2014-07-29 06:21:00,31.0,1406614889.25,320.333333333,535.75,20.7,57.6416666667,3.0,
2014-07-29 06:22:00,30.0,1406614949.08,320.769230769,536.461538462,20.6923076923,57.6692307692,3.0,
2014-07-29 06:23:00,31.0,1406615010.82,320.636363636,536.909090909,20.7,57.7090909091,3.0,
2014-07-29 06:24:00,30.0,1406615069.5,320.583333333,536.0,20.7,57.7916666667,3.0,
2014-07-29 06:25:00,32.0,1406615129.54,321.076923077,536.769230769,20.7923076923,57.5692307692,3.0,
2014-07-29 06:26:00,30.0,1406615189.5,320.916666667,536.333333333,20.9833333333,57.2333333333,3.0,
2014-07-29 06:27:00,32.0,1406615249.54,321.538461538,534.769230769,21.1692307692,56.8923076923,3.0,
2014-07-29 07:23:00,39.0,1406618609.58,360.75,583.75,25.8166666667,50.975,3.0,
2014-07-29 07:24:00,35.0,1406618669.62,362.153846154,587.076923077,25.9461538462,51.2076923077,3.0,
2014-07-29 07:25:00,36.0,1406618727.0,363.818181818,588.545454545,26.0818181818,51.1181818182,3.0,
2014-07-29 07:26:00,39.0,1406618790.0,365.333333333,591.416666667,26.2333333333,50.9916666667,3.0,
2014-07-29 07:27:00,39.0,1406618850.0,366.153846154,593.153846154,26.4615384615,50.4153846154,3.0,
2014-07-29 07:28:00,38.0,1406618910.0,367.166666667,593.166666667,26.7833333333,48.875,3.0,
2014-07-29 07:29:00,38.0,1406618970.0,368.0,593.0,27.0846153846,47.9076923077,3.0,
2014-07-29 07:30:00,42.0,1406619030.0,368.583333333,592.25,27.3916666667,46.5333333333,3.0,
2014-07-29 07:31:00,39.0,1406619090.0,370.230769231,594.615384615,27.6692307692,46.2076923077,3.0,
2014-07-29 08:27:00,46.0,1406622450.42,428.0,674.416666667,34.45,29.9583333333,3.0,
2014-07-29 08:28:00,43.0,1406622509.82,428.545454545,676.272727273,34.5,30.0727272727,3.0,
2014-07-29 08:29:00,48.0,1406622568.58,429.666666667,678.0,34.6166666667,29.8,3.0,
2014-07-29 08:30:00,48.0,1406622628.62,430.769230769,679.538461538,34.8076923077,29.5076923077,3.0,
2014-07-29 08:31:00,45.0,1406622688.58,432.166666667,682.083333333,35.0916666667,29.5666666667,3.0,
2014-07-29 08:32:00,42.0,1406622748.62,433.923076923,684.923076923,35.3615384615,29.3538461538,3.0,
2014-07-29 08:33:00,44.0,1406622808.5,435.5,687.583333333,35.5833333333,29.0583333333,3.0,
2014-07-29 08:34:00,46.0,1406622868.38,437.692307692,690.076923077,35.8153846154,28.6846153846,3.0,
2014-07-29 08:35:00,46.0,1406622928.42,439.75,693.083333333,36.025,28.825,3.0,
2014-07-31 09:57:00,44.0,1406800648.62,395.0,631.923076923,30.0,46.0076923077,5.0,
2014-07-31 09:58:00,44.0,1406800708.58,395.583333333,632.416666667,30.1666666667,45.3833333333,5.0,
2014-07-31 09:59:00,42.0,1406800768.69,396.615384615,634.615384615,30.2692307692,45.5230769231,5.0,
2014-07-31 10:00:00,41.0,1406800828.75,398.0,635.75,30.4,45.1666666667,5.0,
2014-07-31 10:01:00,41.0,1406800886.4,399.0,636.6,30.55,44.88,5.0,
2014-07-31 10:02:00,44.0,1406800950.42,400.833333333,636.166666667,30.5583333333,45.275,5.0,
2014-07-31 10:03:00,44.0,1406801010.38,402.230769231,635.0,30.4692307692,45.8153846154,5.0,
2014-07-31 10:04:00,46.0,1406801070.42,403.0,633.75,30.3583333333,45.775,5.0,
2014-07-31 10:05:00,40.0,1406801130.38,402.538461538,631.846153846,30.3,44.8230769231,5.0,
2014-07-31 11:01:00,48.0,1406804489.46,434.153846154,676.230769231,34.8615384615,33.1769230769,5.0,
2014-07-31 11:02:00,48.0,1406804549.5,435.25,678.916666667,34.9,33.7083333333,5.0,
2014-07-31 11:03:00,47.0,1406804609.62,436.076923077,680.846153846,35.0230769231,34.4230769231,5.0,
2014-07-31 11:04:00,51.0,1406804673.11,436.333333333,680.111111111,35.1,33.5888888889,5.0,
2014-07-31 11:05:00,48.0,1406804728.75,435.416666667,674.666666667,35.1,31.8666666667,5.0,
2014-07-31 11:06:00,47.0,1406804788.85,434.923076923,668.384615385,35.0230769231,30.2384615385,5.0,
2014-07-31 11:07:00,49.0,1406804848.75,434.833333333,667.083333333,34.9083333333,30.3583333333,5.0,
2014-07-31 11:08:00,47.0,1406804908.85,435.0,666.384615385,34.8307692308,30.1923076923,5.0,
2014-07-31 11:09:00,47.0,1406804968.75,434.583333333,664.666666667,34.725,29.9833333333,5.0,
2014-07-31 12:05:00,50.0,1406808328.85,450.615384615,704.538461538,37.9,23.4615384615,5.0,
2014-07-31 12:06:00,51.0,1406808390.62,453.692307692,709.0,37.8846153846,24.3153846154,5.0,
2014-07-31 12:07:00,52.0,1406808450.0,455.166666667,712.166666667,37.9333333333,24.8,5.0,
2014-07-31 12:08:00,53.0,1406808502.43,457.714285714,715.571428571,38.0142857143,24.5142857143,5.0,
